  -1.2000000e+04   1.3414404e+01   1.0116517e+01   5.8184838e+01   6.0409203e+00   3.0638246e+01   5.0319702e+00
  -1.1990000e+04   1.2909853e+01   1.0032033e+01   5.8545270e+01   5.8497390e+00   3.0766395e+01   4.9715893e+00
  -1.1980000e+04   1.2433966e+01   9.8641346e+00   5.8902911e+01   5.5908949e+00   3.0953202e+01   4.8628239e+00
  -1.1970000e+04   1.1975422e+01   9.9205848e+00   5.9205677e+01   5.4472256e+00   3.1206360e+01   4.8409915e+00
  -1.1960000e+04   1.1526615e+01   1.0198021e+01   5.9445906e+01   5.4306885e+00   3.1518523e+01   4.9139087e+00
  -1.1950000e+04   1.1082037e+01   1.0373820e+01   5.9658577e+01   5.3818298e+00   3.1867842e+01   4.9561363e+00
  -1.1940000e+04   1.0635655e+01   1.0169602e+01   5.9872866e+01   5.1695482e+00   3.2233928e+01   4.8636096e+00
  -1.1930000e+04   1.0183499e+01   9.8112673e+00   6.0053334e+01   4.9258514e+00   3.2618290e+01   4.7527652e+00
  -1.1920000e+04   9.7243889e+00   9.5941895e+00   6.0163629e+01   4.8027167e+00   3.3023779e+01   4.7650854e+00
  -1.1910000e+04   9.2619546e+00   9.5454859e+00   6.0207537e+01   4.8000343e+00   3.3440491e+01   4.8993315e+00
  -1.1900000e+04   8.8043863e+00   9.4134985e+00   6.0225568e+01   4.7740058e+00   3.3846499e+01   5.0120723e+00
  -1.1890000e+04   8.3626814e+00   8.9794375e+00   6.0250135e+01   4.6075016e+00   3.4222040e+01   4.9878272e+00
  -1.1880000e+04   7.9427717e+00   8.4776724e+00   6.0242953e+01   4.4282989e+00   3.4568572e+01   4.9364383e+00
  -1.1870000e+04   7.5414102e+00   8.2140014e+00   6.0159079e+01   4.3944583e+00   3.4889343e+01   4.9801359e+00
  -1.1860000e+04   7.1505922e+00   8.2261410e+00   5.9986460e+01   4.5162693e+00   3.5175902e+01   5.0986120e+00
  -1.1850000e+04   6.7642285e+00   8.2556156e+00   5.9744607e+01   4.6457757e+00   3.5407890e+01   5.1454348e+00
  -1.1840000e+04   6.3815561e+00   8.0705382e+00   5.9454547e+01   4.6457165e+00   3.5566533e+01   5.0168439e+00
  -1.1830000e+04   6.0029063e+00   7.8451417e+00   5.9104067e+01   4.5992248e+00   3.5656205e+01   4.8524299e+00
  -1.1820000e+04   5.6238205e+00   7.7835548e+00   5.8677396e+01   4.6250321e+00   3.5685101e+01   4.8176553e+00
